,preds
964,0
965,0
966,2
967,1
968,1
969,1
970,1
971,0
972,0
973,0
974,1
975,0
976,0
977,1
978,2
979,0
980,1
981,0
982,0
983,2
984,1
985,0
986,0
987,0
988,2
989,2
990,2
991,0
992,0
993,0
994,0
995,2
996,0
997,0
998,0
999,0
1000,0
1001,2
1002,0
1003,2
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,2
1012,1
1013,2
1014,2
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,1
1022,0
1023,0
1024,0
1025,1
1026,1
1027,1
1028,0
1029,0
1030,0
1031,1
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,2
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,1
1048,1
1049,0
1050,2
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,1
1058,0
1059,1
1060,1
1061,0
1062,0
1063,2
1064,2
1065,1
1066,1
1067,2
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,1
1075,1
1076,0
1077,0
1078,0
1079,0
1080,0
1081,2
1082,1
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,2
1090,0
1091,1
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,2
1099,0
1100,2
1101,2
1102,0
1103,0
1104,0
1105,2
1106,1
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,2
1118,0
1119,2
1120,0
1121,2
1122,0
1123,0
1124,0
1125,0
1126,1
1127,0
1128,0
1129,2
1130,2
1131,2
1132,0
1133,0
1134,1
1135,0
1136,0
1137,0
1138,0
1139,1
1140,0
1141,0
1142,0
1143,0
1144,1
1145,0
1146,0
1147,0
1148,0
1149,2
1150,0
1151,0
1152,0
1153,0
1154,2
1155,0
1156,1
1157,2
1158,0
1159,0
1160,0
1161,2
1162,2
1163,2
1164,0
1165,0
1166,0
1167,0
1168,1
1169,0
1170,0
1171,1
1172,1
1173,0
1174,2
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,2
1182,2
1183,1
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,2
1192,2
1193,1
1194,2
1195,0
1196,0
1197,0
1198,0
1199,2
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,1
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,2
1223,1
1224,2
1225,2
1226,1
1227,0
1228,1
1229,1
1230,0
1231,2
1232,2
1233,0
1234,1
1235,1
1236,1
1237,0
1238,1
1239,0
1240,2
1241,0
1242,0
1243,2
1244,0
1245,0
1246,1
1247,2
1248,2
1249,0
1250,1
1251,0
1252,1
1253,0
1254,0
1255,0
1256,2
1257,1
1258,0
1259,0
1260,0
1261,0
1262,0
1263,1
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,2
1274,1
1275,0
1276,1
1277,1
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,2
1285,0
1286,0
1287,0
1288,0
1289,2
1290,0
1291,0
1292,2
1293,0
1294,0
1295,2
1296,1
1297,0
1298,0
1299,0
1300,0
1301,0
1302,1
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,1
1310,0
1311,1
1312,0
1313,1
1314,0
1315,2
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,2
1335,0
1336,0
1337,0
1338,1
1339,0
1340,0
1341,2
1342,0
1343,0
1344,2
1345,2
1346,0
1347,0
1348,1
1349,0
1350,0
1351,1
1352,1
1353,0
1354,0
1355,1
1356,0
1357,0
1358,0
1359,1
1360,1
1361,0
1362,1
1363,0
1364,1
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,1
1372,0
1373,1
1374,0
1375,0
1376,0
1377,1
1378,0
1379,2
1380,1
1381,2
1382,1
1383,0
1384,2
1385,0
1386,1
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,1
1395,2
1396,0
1397,2
1398,0
1399,0
1400,0
1401,0
1402,2
1403,0
1404,2
1405,1
1406,0
1407,2
1408,0
1409,0
1410,0
1411,2
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,2
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,2
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,1
1439,1
1440,0
1441,0
1442,0
1443,2
1444,1
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,2
1452,1
1453,1
1454,1
1455,0
1456,0
1457,0
1458,0
1459,0
1460,1
1461,1
1462,0
1463,0
1464,1
1465,0
1466,0
1467,0
1468,0
1469,1
1470,0
1471,0
1472,2
1473,1
1474,0
1475,2
1476,0
1477,0
1478,1
1479,0
1480,0
1481,2
1482,1
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,1
1490,1
1491,0
1492,0
1493,2
1494,0
1495,1
1496,0
1497,2
1498,2
1499,1
1500,1
1501,0
1502,1
1503,0
1504,0
1505,0
1506,1
1507,0
1508,0
1509,0
1510,2
1511,1
1512,0
1513,0
1514,1
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,1
1525,0
1526,0
1527,1
1528,2
1529,2
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,1
1538,0
1539,1
1540,0
1541,0
1542,2
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,2
1553,0
1554,0
1555,0
1556,2
1557,0
1558,0
1559,2
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,1
1569,2
1570,0
1571,1
1572,0
1573,1
1574,0
1575,1
1576,0
1577,1
1578,0
1579,0
1580,2
1581,2
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,2
1589,1
1590,0
1591,2
1592,0
1593,1
1594,1
1595,1
1596,2
1597,1
1598,0
1599,1
1600,1
1601,0
1602,1
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,2
1611,0
1612,1
1613,0
1614,0
1615,0
1616,1
1617,0
1618,0
1619,0
1620,1
1621,0
1622,0
1623,0
1624,0
1625,2
1626,0
1627,0
1628,0
1629,0
1630,0
1631,2
1632,2
1633,0
1634,1
1635,0
1636,0
1637,0
1638,0
1639,0
1640,1
1641,0
1642,0
1643,0
1644,0
1645,0
1646,1
1647,0
1648,0
1649,0
1650,1
1651,0
1652,1
1653,0
1654,0
1655,0
1656,0
1657,1
1658,0
1659,0
1660,0
1661,2
1662,0
1663,2
1664,2
1665,0
1666,0
1667,0
1668,2
1669,0
1670,0
1671,0
1672,0
1673,1
1674,0
1675,1
1676,0
1677,1
1678,0
1679,0
1680,2
1681,0
1682,0
1683,0
1684,1
1685,0
1686,0
1687,1
1688,0
1689,0
1690,1
1691,0
1692,0
1693,0
1694,1
1695,0
1696,0
1697,0
1698,2
1699,0
1700,2
1701,2
1702,0
1703,0
1704,0
1705,1
1706,0
1707,0
1708,0
1709,2
1710,0
1711,2
1712,0
1713,0
1714,0
1715,0
1716,1
1717,0
1718,1
1719,0
1720,1
1721,0
1722,1
1723,1
1724,0
1725,0
1726,0
1727,2
1728,0
1729,0
1730,0
1731,0
1732,2
1733,2
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,1
1742,1
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,1
1753,1
1754,1
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,1
1764,0
1765,0
1766,0
1767,2
1768,0
1769,0
1770,2
1771,2
1772,1
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,2
1791,2
1792,1
1793,0
1794,0
1795,0
1796,0
1797,2
1798,0
1799,0
1800,2
1801,0
1802,0
1803,0
1804,1
1805,0
1806,0
1807,2
1808,0
1809,0
1810,2
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,1
1819,0
1820,2
1821,1
1822,0
1823,0
1824,0
1825,0
1826,2
1827,0
1828,2
1829,2
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,2
1839,0
1840,1
1841,0
1842,1
1843,2
1844,2
1845,1
1846,0
1847,0
1848,0
1849,1
1850,1
1851,1
1852,0
1853,0
1854,1
1855,2
1856,2
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,1
1864,0
1865,1
1866,0
1867,0
1868,0
1869,2
1870,2
1871,0
1872,2
1873,2
1874,0
1875,0
1876,1
1877,1
1878,0
1879,2
1880,0
1881,0
1882,0
1883,1
1884,0
1885,2
1886,2
1887,1
1888,1
1889,2
1890,1
1891,2
1892,1
1893,2
1894,0
1895,0
1896,1
1897,0
1898,1
1899,0
1900,0
1901,1
1902,0
1903,2
1904,0
1905,0
1906,2
1907,2
1908,1
1909,0
1910,0
1911,2
1912,1
1913,1
1914,0
1915,0
1916,1
1917,0
1918,0
1919,1
1920,2
1921,0
1922,0
1923,0
1924,1
1925,0
1926,1
1927,0
1928,2
1929,0
1930,0
1931,0
1932,0
1933,0
1934,2
1935,0
1936,0
1937,2
1938,0
1939,0
1940,1
1941,0
1942,2
1943,0
1944,1
1945,1
1946,0
1947,0
1948,0
1949,1
1950,0
1951,0
1952,0
1953,0
1954,1
1955,0
1956,0
1957,0
1958,1
1959,0
1960,0
1961,0
1962,0
1963,0
1964,2
1965,0
1966,0
1967,0
1968,0
1969,1
1970,2
1971,0
1972,1
1973,0
1974,1
1975,0
1976,1
1977,0
1978,0
1979,2
1980,0
1981,2
1982,1
1983,0
1984,0
1985,0
1986,0
1987,0
1988,2
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,2
1999,1
2000,0
2001,1
2002,2
2003,0
2004,1
2005,0
2006,0
2007,1
2008,0
2009,0
2010,0
2011,1
2012,0
2013,1
2014,0
2015,2
2016,0
2017,1
2018,0
2019,1
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,1
2027,2
2028,1
2029,0
2030,1
2031,1
2032,2
2033,0
2034,0
2035,0
2036,1
2037,1
2038,2
2039,0
2040,2
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,1
2048,1
2049,0
2050,0
2051,0
2052,0
2053,1
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,1
2064,0
2065,0
2066,0
2067,1
2068,0
2069,0
2070,0
2071,0
2072,0
2073,1
2074,0
2075,1
2076,1
2077,2
2078,0
2079,0
2080,2
2081,1
2082,2
2083,0
2084,0
2085,1
2086,0
2087,1
2088,0
2089,0
2090,0
2091,0
2092,1
2093,0
2094,0
2095,2
2096,0
2097,0
2098,2
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,1
2108,0
2109,1
2110,0
2111,2
2112,0
2113,1
2114,0
2115,1
2116,0
2117,2
2118,0
2119,0
2120,0
2121,1
2122,0
2123,2
2124,0
2125,0
2126,2
2127,1
2128,2
2129,0
2130,0
2131,2
2132,0
2133,0
2134,2
2135,0
2136,0
2137,2
2138,0
2139,2
2140,0
2141,1
2142,1
2143,0
2144,2
2145,1
2146,1
2147,1
2148,1
2149,0
2150,1
2151,0
2152,0
2153,0
2154,0
2155,0
2156,1
2157,0
2158,0
2159,0
2160,0
2161,0
2162,1
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,1
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,2
2177,2
2178,0
2179,0
2180,0
2181,2
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,1
2189,1
2190,0
2191,0
2192,0
2193,2
2194,0
2195,0
2196,0
2197,2
2198,1
2199,1
2200,0
2201,0
2202,0
2203,1
2204,2
2205,1
2206,0
2207,0
2208,1
2209,1
2210,0
2211,1
2212,0
2213,1
2214,0
2215,2
2216,0
2217,0
2218,2
2219,0
2220,0
2221,2
2222,1
2223,0
2224,0
2225,0
2226,0
2227,2
2228,2
2229,0
2230,1
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,2
2240,2
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,1
2256,1
2257,1
2258,2
2259,1
2260,2
2261,2
2262,0
2263,2
2264,0
2265,0
2266,2
2267,0
2268,0
2269,0
2270,0
2271,2
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,2
2279,1
2280,0
2281,0
2282,2
2283,2
2284,0
2285,1
2286,1
2287,0
2288,2
2289,0
2290,1
2291,0
2292,0
2293,0
2294,0
2295,2
2296,0
2297,0
2298,2
2299,0
2300,2
2301,1
2302,0
2303,0
2304,1
2305,0
2306,0
2307,0
2308,1
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,1
2316,0
2317,2
2318,1
2319,0
2320,1
2321,2
2322,0
2323,0
2324,0
2325,1
2326,0
2327,0
2328,0
2329,0
2330,1
2331,0
2332,0
2333,0
2334,0
2335,1
2336,0
2337,0
2338,2
2339,1
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,1
2348,2
2349,1
2350,1
2351,0
2352,2
2353,0
2354,0
2355,0
2356,1
2357,0
2358,1
2359,0
2360,0
2361,0
2362,1
2363,0
2364,2
2365,0
2366,0
2367,0
2368,0
2369,1
2370,2
2371,0
2372,0
2373,2
2374,2
2375,0
2376,0
2377,0
2378,0
2379,2
2380,1
2381,0
2382,0
2383,0
2384,2
2385,0
2386,1
2387,2
2388,0
2389,0
2390,0
2391,0
2392,0
2393,1
2394,0
2395,2
2396,0
2397,0
2398,0
2399,2
2400,2
2401,0
2402,1
2403,0
2404,0
2405,0
2406,1
2407,0
2408,0
2409,1
2410,1
2411,0
2412,0
2413,0
2414,0
2415,0
2416,1
2417,1
2418,0
2419,1
2420,2
2421,0
2422,1
2423,1
2424,0
2425,0
2426,2
2427,0
2428,0
2429,0
2430,0
2431,0
2432,2
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,2
2441,0
2442,0
2443,0
2444,0
2445,0
2446,1
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,1
2455,1
2456,1
2457,0
2458,2
2459,0
2460,0
2461,0
2462,1
2463,0
2464,0
2465,1
2466,2
2467,2
2468,0
2469,1
2470,0
2471,0
2472,0
2473,0
2474,1
2475,0
2476,1
2477,0
2478,0
2479,1
2480,0
2481,0
2482,0
2483,1
2484,0
2485,0
2486,2
2487,0
2488,1
2489,0
2490,0
2491,2
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,2
2503,2
2504,0
2505,0
2506,0
2507,0
2508,0
2509,0
2510,0
2511,2
2512,0
2513,0
2514,0
2515,2
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,1
2525,0
2526,0
2527,1
2528,2
2529,0
2530,0
2531,0
2532,1
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,1
2542,0
2543,1
2544,1
2545,0
2546,0
2547,1
2548,0
2549,0
2550,0
2551,1
2552,0
2553,0
2554,0
2555,2
2556,0
2557,0
2558,0
2559,0
2560,2
2561,0
2562,0
2563,0
2564,2
2565,0
2566,1
2567,0
2568,2
2569,0
2570,0
2571,0
2572,2
2573,0
2574,0
2575,0
2576,2
2577,0
2578,1
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,1
2587,0
2588,1
2589,0
2590,2
2591,0
2592,2
2593,0
2594,1
2595,1
2596,0
2597,1
2598,0
2599,1
2600,1
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,1
2610,0
2611,2
2612,2
2613,0
2614,0
2615,2
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,1
2623,0
2624,2
2625,0
2626,0
2627,0
2628,2
2629,0
2630,0
2631,1
2632,0
2633,0
2634,0
2635,0
2636,2
2637,1
2638,0
2639,1
2640,0
2641,0
2642,0
2643,0
2644,2
2645,0
2646,1
2647,0
2648,2
2649,0
2650,1
2651,0
2652,1
2653,0
2654,0
2655,0
2656,0
2657,0
2658,1
2659,0
2660,2
2661,1
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,2
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,2
2679,0
2680,1
2681,0
2682,0
2683,0
2684,1
2685,0
2686,1
2687,0
2688,2
2689,0
2690,1
2691,0
2692,0
2693,0
2694,1
2695,1
2696,0
2697,0
2698,0
2699,0
2700,0
2701,2
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,1
2710,0
2711,0
2712,1
2713,0
2714,0
2715,1
2716,0
2717,1
2718,0
2719,1
2720,0
2721,2
2722,0
2723,2
2724,2
2725,0
2726,1
2727,0
2728,0
2729,0
2730,1
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,2
2738,0
2739,2
2740,2
2741,0
2742,2
2743,0
2744,2
2745,0
2746,1
2747,0
2748,0
2749,1
2750,1
2751,1
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,1
2761,0
2762,2
2763,2
2764,0
2765,0
2766,2
2767,0
2768,1
2769,0
2770,2
2771,2
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,1
2780,2
2781,0
2782,0
2783,1
2784,0
2785,0
2786,2
2787,0
2788,1
2789,0
2790,1
2791,1
2792,1
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,2
2800,0
2801,2
2802,0
2803,0
2804,1
2805,0
2806,0
2807,0
2808,0
2809,1
2810,0
2811,0
2812,0
2813,2
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,2
2822,1
2823,0
2824,1
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,1
2833,0
2834,0
2835,1
2836,1
2837,0
2838,0
2839,2
2840,0
2841,1
2842,0
2843,1
2844,0
2845,1
2846,0
2847,0
2848,2
2849,1
2850,1
2851,1
2852,0
2853,0
2854,0
2855,2
2856,0
2857,1
2858,0
2859,0
2860,0
2861,2
2862,0
2863,1
2864,1
2865,0
2866,0
2867,1
2868,2
2869,2
2870,0
2871,0
2872,0
2873,0
2874,2
2875,0
2876,2
2877,0
2878,0
2879,0
2880,1
2881,1
2882,2
2883,0
2884,0
2885,0
2886,1
2887,0
2888,0
2889,2
2890,0
2891,1
2892,0
2893,2
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,2
2901,0
2902,0
2903,0
2904,1
2905,0
2906,0
2907,0
2908,1
2909,2
2910,0
2911,0
2912,0
2913,1
2914,0
2915,1
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,1
2924,0
2925,0
2926,0
2927,1
2928,0
2929,0
2930,2
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,0
2945,0
2946,0
2947,2
2948,2
2949,0
2950,1
2951,0
2952,0
2953,1
2954,0
2955,0
2956,2
2957,1
2958,2
2959,1
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,1
2971,0
2972,0
2973,1
2974,0
2975,1
2976,1
2977,2
2978,2
2979,2
2980,0
2981,1
2982,0
2983,0
2984,0
2985,0
2986,1
2987,2
2988,1
2989,0
2990,1
2991,0
2992,0
2993,1
2994,0
2995,1
2996,0
2997,2
